OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPiP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/unitary-authority/leicester,Leicester City Council,MRQ5191,,"""Velodrome Saffron Lane""",https://maps.leicester.gov.uk/map/Aurora.svc/run?script=%5CAurora%5Cw3%5CPLANNING%5Cw3LP.AuroraScript%24&inspect_query=BFReg&inspect_value=19&show_layers=BFReg&hide_layers=Wards&nocache=32281332-3504-d8fd-d4e6-2ea6a181fb0a&resize=always,OSGB36,458703.62,302220,1.28,not owned by a public authority,Yes,not permissioned,,,,,53,,,,53,53,,,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/unitary-authority/leicester,Leicester City Council,NGS5719_20131484,,"""241 Loughborough Road - Rear of Bestway""",https://maps.leicester.gov.uk/map/Aurora.svc/run?script=%5CAurora%5Cw3%5CPLANNING%5Cw3LP.AuroraScript%24&inspect_query=BFReg&inspect_value=31&show_layers=BFReg&hide_layers=Wards&nocache=32281332-3504-d8fd-d4e6-2ea6a181fb0a&resize=always,OSGB36,459356.75,307619.1,2.7,not owned by a public authority,Yes,permissioned,full planning permission,07/05/2014,,,161,Planning permission for 161 dwellings,,,,,,,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/unitary-authority/leicester,Leicester City Council,MJS5316,,"""Abbey Meadows - remainder of site""",https://maps.leicester.gov.uk/map/Aurora.svc/run?script=%5CAurora%5Cw3%5CPLANNING%5Cw3LP.AuroraScript%24&inspect_query=BFReg&inspect_value=61&show_layers=BFReg&hide_layers=Wards&nocache=32281332-3504-d8fd-d4e6-2ea6a181fb0a&resize=always,OSGB36,458963.35,306121.6,1.7,not owned by a public authority,Yes,not permissioned,,,,,110,,,,110,110,,,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/unitary-authority/leicester,Leicester City Council,MKE9020,,"""Abbey Park Road Bus Depot (MHT)""",https://maps.leicester.gov.uk/map/Aurora.svc/run?script=%5CAurora%5Cw3%5CPLANNING%5Cw3LP.AuroraScript%24&inspect_query=BFReg&inspect_value=68&show_layers=BFReg&hide_layers=Wards&nocache=32281332-3504-d8fd-d4e6-2ea6a181fb0a&resize=always,OSGB36,459057.37,305771.59,3.65,not owned by a public authority,Yes,not permissioned,,,,,400,,,,400,400,,,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/unitary-authority/leicester,Leicester City Council,LMU4746_20130021,,"""Former Merlin Works - Bath Lane (No 1 Westbridge)""",https://maps.leicester.gov.uk/map/Aurora.svc/run?script=%5CAurora%5Cw3%5CPLANNING%5Cw3LP.AuroraScript%24&inspect_query=BFReg&inspect_value=71&show_layers=BFReg&hide_layers=Wards&nocache=32281332-3504-d8fd-d4e6-2ea6a181fb0a&resize=always,OSGB36,458041.56,304551.5,0.61,not owned by a public authority,Yes,permissioned,full planning permission,20/03/2013,,,388,Planning permission for 388 flats,,,,,,,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/unitary-authority/leicester,Leicester City Council,NMF7932_20011249,,"""Leicester House - Lee Circle""",https://maps.leicester.gov.uk/map/Aurora.svc/run?script=%5CAurora%5Cw3%5CPLANNING%5Cw3LP.AuroraScript%24&inspect_query=BFReg&inspect_value=96&show_layers=BFReg&hide_layers=Wards&nocache=32281332-3504-d8fd-d4e6-2ea6a181fb0a&resize=always,OSGB36,459073.21,304835.44,0.2,not owned by a public authority,Yes,permissioned,full planning permission,19/10/2001,,,96,Planning permission for 96 flats,,,,,,,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/unitary-authority/leicester,Leicester City Council,NNP0827_20161604,,"""38-44 York Street and 31-33 Dover Street""",https://maps.leicester.gov.uk/map/Aurora.svc/run?script=%5CAurora%5Cw3%5CPLANNING%5Cw3LP.AuroraScript%24&inspect_query=BFReg&inspect_value=110&show_layers=BFReg&hide_layers=Wards&nocache=32281332-3504-d8fd-d4e6-2ea6a181fb0a&resize=always,OSGB36,459008.38,304126.87,0.08,not owned by a public authority,Yes,permissioned,full planning permission,16/02/2017,,,49,Planning permission for 49 flats,,,,,,,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/unitary-authority/leicester,Leicester City Council,LPM0921,,"""Former Filbert Street Stadium (remainder of site)""",https://maps.leicester.gov.uk/map/Aurora.svc/run?script=%5CAurora%5Cw3%5CPLANNING%5Cw3LP.AuroraScript%24&inspect_query=BFReg&inspect_value=122&show_layers=BFReg&hide_layers=Wards&nocache=32281332-3504-d8fd-d4e6-2ea6a181fb0a&resize=always,OSGB36,458347.55,303147.5,1.33,not owned by a public authority,Yes,not permissioned,,,,,73,,,,73,73,,,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/unitary-authority/leicester,Leicester City Council,ORJ0995_20132156,,"""143-147 Queens Road""",https://maps.leicester.gov.uk/map/Aurora.svc/run?script=%5CAurora%5Cw3%5CPLANNING%5Cw3LP.AuroraScript%24&inspect_query=BFReg&inspect_value=176&show_layers=BFReg&hide_layers=Wards&nocache=32281332-3504-d8fd-d4e6-2ea6a181fb0a&resize=always,OSGB36,459908.91,302394.86,0.12,not owned by a public authority,Yes,permissioned,full planning permission,31/12/2014,,,41,Planning permission for 41 flats,,,,,,,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/unitary-authority/leicester,Leicester City Council,RIF9950_20072213,,"""10-12 Fairfax Road""",https://maps.leicester.gov.uk/map/Aurora.svc/run?script=%5CAurora%5Cw3%5CPLANNING%5Cw3LP.AuroraScript%24&inspect_query=BFReg&inspect_value=181&show_layers=BFReg&hide_layers=Wards&nocache=32281332-3504-d8fd-d4e6-2ea6a181fb0a&resize=always,OSGB36,461102.88,306849.05,0.2,not owned by a public authority,Yes,not permissioned,,,,,30,,,,30,30,,,,31/12/2017,31/12/2017
