OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/hertsmere,Hertsmere Borough Council,BR001,,"The Directors Arms PH, Borehamwood","https://www.google.co.uk/maps/place/The+Directors+Arms/@51.6496467,-0.2631479,17z/data=!3m1!4b1!4m5!3m4!1s0x4876165cf85b22c5:0x422edfd4650e700a!8m2!3d51.6496434!4d-0.2609539",WGS84,-0.260945,51.649583,0.33,not owned by a public authority,yes,not permissioned,,,,,26,n/a,,,,,,,Alt.ref: SADM - H1. Site allocated in local plan 2012-2027. Application online: https://www6.hertsmere.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OEGM60IFME000,2017-12-22,2017-12-22
http://opendatacommunities.org/id/district-council/hertsmere,Hertsmere Borough Council,BR002,,"Gasholder site, Station Road, Borehamwood",https://www6.hertsmere.gov.uk/online-applications/files/E9B73E09E134EDC44AE2A25A841C4B21/pdf/16_1932_FUL-PL_001_SITE_LOCATION_PLAN-532328.pdf,WGS84,-0.277777,51.652079,,not owned by a public authority,yes,permissioned,full planning permission,2017-02-03,,,78,"Redevelopment of the site to provide 1 x 4/5 storey and 1 x 4, 5 and 6 storey residential blocks comprising 30 x 1 bed flats and 48 x 2 bed flats (78 in total) together with associated car parking, cycle storage, landscaping, amenity space, refuse storage and access.",,,,,,,Alt.ref: SADM - H2. Planning app ref 16/1932/FUL. Application online,2017-12-22,2017-12-22
http://opendatacommunities.org/id/district-council/hertsmere,Hertsmere Borough Council,BR003,,"Land South Of, Elstree And Borehamwood Station And, Adjacent To Coleridge Way And, Byron Avenue,, Borehamwood",https://www6.hertsmere.gov.uk/online-applications/files/47480DB29654AD442416354C2166DC11/pdf/14_1111_FUL-10.207.L100_SITE_LOCATION_PLAN-255194.pdf,WGS84,-0.276914,51.649306,2.3,not owned by a public authority,yes,permissioned,full planning permission,2014-11-28,,,43,"Development for 43 residential units (Class C3) with associated access, parking, amenity space and landscaping.",,,,,,,Alt.ref: SADM - H3. 14/1111/FUL. Application online: https://www6.hertsmere.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N8WVIYIF1W000,2017-12-22,2017-12-22
http://opendatacommunities.org/id/district-council/hertsmere,Hertsmere Borough Council,BR004,,"Land at Bushey Hall Golf Club, Bushey",https://www6.hertsmere.gov.uk/online-applications/files/F34E24E81877B7DADDE363CC1A229F99/pdf/16_1579_FUL-190-PL-010-01_LOCATION_PLAN-515175.pdf,WGS84,-0.375627,51.655344,1.61,not owned by a public authority,yes,permissioned,full planning permission,2017-11-07,,,31,"Demolition of existing Clubhouse, former print works, ProShop and maintenance buildings.  Erection of a new single storey Golf Clubhouse with associated basement facilities and retention of the existing golf club car park, accessed off Bushey Hall Drive.  Erection of a part two, part 3 storey with roof level accommodation residential building comprising 31 self-contained residential units (6 x 1 bed, 19 x 2 bed and 6 x 3 bed)  with underground car parking, relocated access off Bushey Hall Drive, with associated refuse and cycle stores, landscaping and communal and private amenity space. (Amended plans received 02/11/16)",,,,,,,Alt.ref: SADM - H4. 16/1579/FUL GRANTED. Application online: https://www6.hertsmere.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,2017-12-22,2017-12-22
http://opendatacommunities.org/id/district-council/hertsmere,Hertsmere Borough Council,BR005,,"Land At Rossway Industrial Estate,, Rossway Drive, Bushey",https://www6.hertsmere.gov.uk/online-applications/files/B11B2F6EAEAFD254364DEF884EDD80F4/pdf/14_0727_FUL-LOCATION_PLAN-246571.pdf,WGS84,-0.346046,51.648646,0.27,not owned by a public authority,yes,permissioned,full planning permission,2014-11-28,,,82,"Change of use from car breakers yard (sui generis) to residential development (C3) comprising: demolition of existing 5300m² GIA industrial buildings and erection of 82 residential dwellings, parking, open space and underground infrastructure. Private Dwellings: 33 x 3 bedroom houses; 24 x 4 bedroom houses; 9 x 5 bedroom houses. Affordable Dwellings: 7 x 2 bedrooms (flats); 7 x 3 bedrooms; 2 x 4 bedrooms. ",,,,,,,Alt.ref: SADM - H5. COMMENCED (14/0727/FUL). Application online: https://www6.hertsmere.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N5IBFLIF00P00,2017-12-22,2017-12-22
http://opendatacommunities.org/id/district-council/hertsmere,Hertsmere Borough Council,BR006,,"Land at Hertswood (Upper) School, Thrift Farm Lane, Borehamwood",https://www6.hertsmere.gov.uk/online-applications/files/82C7CDDFCD59C265C789A8C9BB83DA5B/pdf/14_1767_FUL-SITE_LOCATION_PLAN-289072.pdf,WGS84,-0.26504,51.662341,0.19,not owned by a public authority,yes,permissioned,full planning permission,2016-11-09,,,301,"Demolition of existing school buildings (Use Class D1), Ark Theatre (Use Class Sui Generis) and 2 residential dwellings (Use Class C3) and erection of 301 residential units comprising 68 x 3 bed houses, 81 x 4 bed houses, 39 x 1 bed flats and 113 x 2 bed flats with new vehicular access, open space, parking and landscaping. (Amended Plans received 15/07/2015 and 16/07/2015) ",,,,,,,Alt.ref: SADM - H6. GRANTED 14/1767/FUL. Application online: https://www6.hertsmere.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NEKN3WIF1W000,2017-12-22,2017-12-22
http://opendatacommunities.org/id/district-council/hertsmere,Hertsmere Borough Council,BR007,,"Land At Lincolnsfield, Off, Bushey Hall Drive, Bushey, WD23 2ES",https://www6.hertsmere.gov.uk/online-applications/files/C1478C14AB20CD3F4A8E187448ED17A9/pdf/14_2078_FUL-2757-35_SITE_LOCATION_PLAN_A1-307474.pdf,WGS84,-0.371521,51.658578,0.42,not owned by a public authority,yes,permissioned,full planning permission,2015-08-04,,,23,"Demolition of buildings to South of Lincolnsfield Centre and redevelopment for 23 residential dwellings including improvements to the existing internal roads, associated vehicular parking and landscaped areas Private: 4x2bed; 3x3bed; 11x4bed;5x5bed. Affordable: 2x2bed; 3x3bed; 2x4bed. ",,,,,,,Alt.ref: SADM - H7. NOT STARTED (14/2078/FUL). Application online: https://www6.hertsmere.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NGTQRXIF1W000,2017-12-22,2017-12-22
http://opendatacommunities.org/id/district-council/hertsmere,Hertsmere Borough Council,BR008,,"Europcar House, Aldenham Road, Bushey, WD23 2QQ",https://www6.hertsmere.gov.uk/online-applications/files/8C6F9DD09819C0D2B36492B03C61D8AE/pdf/15_2180_PD56-1318_PD_101_001_SITE_LOCATION_PLAN-426356.pdf,WGS84,-0.379752,51.648729,0.29,not owned by a public authority,yes,permissioned,other,2016-02-05,,,40,Change of use from office (B1a) to 40 residential units (C3).,,,,,,,Alt.ref: SADM - H8. NOT STARTED (15/2180/PD56). Application online: https://www6.hertsmere.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,2017-12-22,2017-12-22
http://opendatacommunities.org/id/district-council/hertsmere,Hertsmere Borough Council,BR009,,"Birchville Court and adjacent haulage depot, Heathbourne Road, Bushey Heath, WD23 1PB",https://www6.hertsmere.gov.uk/online-applications/files/6753AA3CE5FABB80CA6176C2ACBCD2C2/pdf/14_1763_FUL-00845_S_06_P01_OS_LOCATION_PLAN-288526.pdf,WGS84,-0.333321,51.634222,0.61,not owned by a public authority,yes,permissioned,full planning permission,2015-07-23,,,17,,,,,,,,Alt.ref: SADM - H9. NOT STARTED (14/1763/FUL). Application online: https://www6.hertsmere.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NEK9DHIF1W000,2017-12-22,2017-12-22
http://opendatacommunities.org/id/district-council/hertsmere,Hertsmere Borough Council,BR010,,"Elton House, Bushey Hall Road, Bushey, WD23 2HJ",https://www6.hertsmere.gov.uk/online-applications/files/07339EC5936151B4AAD7D3F1F3F6906C/pdf/15_1972_FUL-AA5848_2001_LOCATION_PLAN-416310.pdf,WGS84,-0.362658,51.665001,0.49,not owned by a public authority,yes,permissioned,full planning permission,2016-02-22,,,102,"Demolition of existing office building and erection of a 5 storey, 102 bedroom care home with associated landscaping and car parking. ",,,,,,,Alt.ref: SADM - H10. NOT STARTED (15/1972/FUL). Application online: https://www6.hertsmere.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NXK2J9IFHY700,2017-12-22,2017-12-22
