OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedforPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/metropolitan-district-council/bolton,Bolton Council,1036-BOL,,"Urban Village 1, Chorley Street North, Bolton, BL1 4AN",http://mappinggm.org.uk/gmodin/,ETRS89,-2.43834,53.581317,1.16,mixed ownership,,not permissioned,,,https://www.planningpa.bolton.gov.uk/online-applications-17/search.do?action=simple&searchType=Application,,75,If opportunities arise housing would be in accordance with the Core Strategy Urban Village allocation,,,,,,http://mappinggm.org.uk/gmodin/,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/bolton,Bolton Council,1037-BOL,,"Urban Village 2, Bark Street North, Bolton, BL1 2PB",http://mappinggm.org.uk/gmodin/,ETRS89,-2.436329,53.580769,0.4,mixed ownership,,not permissioned,,,https://www.planningpa.bolton.gov.uk/online-applications-17/search.do?action=simple&searchType=Application,,24,If opportunities arise housing would be in accordance with the Core Strategy Urban Village allocation,,,,,,http://mappinggm.org.uk/gmodin/,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/bolton,Bolton Council,1040-BOL,,Urban Village 5 St Helena S,http://mappinggm.org.uk/gmodin/,ETRS89,-2.435369,53.579247,0.45,owned by a public authority,,not permissioned,,,https://www.planningpa.bolton.gov.uk/online-applications-17/search.do?action=simple&searchType=Application,,35,Bolton Town Centre Framework 2017 Intervention Area Croal Valley,,,,,,http://mappinggm.org.uk/gmodin/,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/bolton,Bolton Council,1041-BOL,,"Minerva House, Chorley Street, Bolton, BL1 4AL",http://mappinggm.org.uk/gmodin/,ETRS89,-2.437117,53.57988,0.89,not owned by a public authority,,permissioned,full planning permission,18/07/2016,https://www.planningpa.bolton.gov.uk/online-applications-17/search.do?action=simple&searchType=Application,,119,Bolton Town Centre Framework 2017 Intervention Area Croal Valley. ERECTION OF 103 NO. ONE & TWO BEDROOM APARTMENTS AND 16 NO. THREE & FOUR BEDROOM TOWN HOUSES 96365/16,,,,,,http://mappinggm.org.uk/gmodin/,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/bolton,Bolton Council,1042-BOL,,Central Street,http://mappinggm.org.uk/gmodin/,ETRS89,-2.431984,53.580532,1.41,owned by a public authority,,not permissioned,,,https://www.planningpa.bolton.gov.uk/online-applications-17/search.do?action=simple&searchType=Application,,90,Bolton Town Centre Framework 2017 Intervention Area Croal Valley,,,,,,http://mappinggm.org.uk/gmodin/,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/bolton,Bolton Council,1045-BOL,,"King Street/Deansgate, BL1 2JR",http://mappinggm.org.uk/gmodin/,ETRS89,-2.433577,53.579259,0.22,owned by a public authority,,not permissioned,,,https://www.planningpa.bolton.gov.uk/online-applications-17/search.do?action=simple&searchType=Application,,50,Bolton Town Centre Framework 2017 Intervention Area Croal Valley,,,,,,http://mappinggm.org.uk/gmodin/,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/bolton,Bolton Council,1048-BOL,,Breightmet Street,http://mappinggm.org.uk/gmodin/,ETRS89,-2.423471,53.577417,2.08,owned by a public authority,,not permissioned,,,https://www.planningpa.bolton.gov.uk/online-applications-17/search.do?action=simple&searchType=Application,,235,Bolton Town Centre Framework 2017 Intervention Area Breightmet Street High density residential 185 units and 50 family housing units,,,,,,http://mappinggm.org.uk/gmodin/,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/bolton,Bolton Council,1049-BOL,,"Ash Street, BL2 1EH",http://mappinggm.org.uk/gmodin/,ETRS89,-2.42357,53.574695,0.15,owned by a public authority,,not permissioned,,,https://www.planningpa.bolton.gov.uk/online-applications-17/search.do?action=simple&searchType=Application,,50,Development for housing may be appropriate subject to meeting all planning and other requirements,,,,,,http://mappinggm.org.uk/gmodin/,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/bolton,Bolton Council,1051-BOL,,"Site of former Bolton Community College, corner of Manchester Road and Lower Bridgeman Street",http://mappinggm.org.uk/gmodin/,ETRS89,-2.422373,53.574265,0.58,owned by a public authority,,not permissioned,,,https://www.planningpa.bolton.gov.uk/online-applications-17/search.do?action=simple&searchType=Application,,100,Allocated site for 100 dwellings (residual),,,,,,http://mappinggm.org.uk/gmodin/,,31/12/2017,31/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/bolton,Bolton Council,1052-BOL,,"BIZ Gas Street, BL1 4TG",http://mappinggm.org.uk/gmodin/,ETRS89,-2.435456,53.577303,0.36,mixed ownership,,not permissioned,,,https://www.planningpa.bolton.gov.uk/online-applications-17/search.do?action=simple&searchType=Application,,50,Redevelopment of industrial buildings and cleared areas for residential would comply with Core Strategy policy TC5 Cultural Quarter,,,,,,http://mappinggm.org.uk/gmodin/,,31/12/2017,31/12/2017
