OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/unitary-authority/blackburn,Blackburn with Darwen Borough Council,1,,"""Site at Clarenden Road East, Blackburn""",http://www.blackburn.gov.uk/Brownfield%20land%20register%20plans/01%20Clarendon%20Road%20East.pdf,OSGB36,369232,429808,1.69,owned by a public authority,yes,permissioned,permission in principle,19/12/2017,,,51,,,yes,51,101,,,,07/09/2017,07/09/2017
http://opendatacommunities.org/id/unitary-authority/blackburn,Blackburn with Darwen Borough Council,2,,"""Queens Park Flats Site, Queens Road, Blackburn""",http://www.blackburn.gov.uk/Brownfield%20land%20register%20plans/02%20Queen's%20Park%20Flats%20Site.pdf,OSGB36,369894,427062,0.98,owned by a public authority,yes,permissioned,permission in principle,19/12/2017,,,29,,,yes,29,59,,,SPD prepared to guide development of the site for new housing,07/09/2017,07/09/2017
http://opendatacommunities.org/id/unitary-authority/blackburn,Blackburn with Darwen Borough Council,3,,"""Rockliffe Works, Paterson Street, Blackburn""","http://www.blackburn.gov.uk/Brownfield%20land%20register%20plans/03%20Rockcliffe%20Works,%20Paterson%20Street.pdf ",OSGB36,368284,427102,1.22,not owned by a public authority,yes,permissioned,permission in principle,19/12/2017,,,36,,,yes,36,73,,,"Land allocated in Local Plan Part 2 for residential development. Canal & River Trust requires the following to be addressed at Technical Details Consent stage: structural integrity of the retaining wall to the canal, impact on lock nos.52&53 and by-wash, site layout to provide a positive waterside frontage, construction traffic over bridge no. 100 and need for a Construction Management Plan, ecologcial assessment, land contamination & pollution prevention to the canal, towpath improvements.",07/09/2017,07/09/2017
http://opendatacommunities.org/id/unitary-authority/blackburn,Blackburn with Darwen Borough Council,4,,"""Former East Lancs Coachbuilders, Whalley New Road, Blackburn""","http://www.blackburn.gov.uk/Brownfield%20land%20register%20plans/04%20East%20Lancs%20Coachbuilders,%20Whalley%20New%20Road.pdf ",OSGB36,368788,428893,1.29,not owned by a public authority,,permissioned,permission in principle,19/12/2017,,,39,,,yes,39,77,,,Land allocated as development opportunity site in Local Plan Part 2,07/09/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/blackburn,Blackburn with Darwen Borough Council,5,,"""Land off Queen Victoria Street, Blackburn""",http://www.blackburn.gov.uk/Brownfield%20land%20register%20plans/05%20Land%20off%20Queen%20Victoria%20Street.pdf,OSGB36,366972,426750,1.33,not owned by a public authority,yes,permissioned,permission in principle,19/12/2017,http://planning.blackburn.gov.uk/northgate/documentexplorer/application/folderview.aspx?type=PLNP11_DC_PLANAPP&key=48622&iWgrnzsWW4I=aH8Pp24Bn4U=,,40,Erection of 60 no. houses,,yes,40,80,,,Technical details application to include asset protection measures  to ensure safe operation and integrity of the railway. Has outline planning permission for up to 60 homes,07/09/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/blackburn,Blackburn with Darwen Borough Council,6,,"""Land at SAPPI, Preston Old Road,Blackburn""",http://www.blackburn.gov.uk/Brownfield%20land%20register%20plans/06%20Land%20at%20SAPPI.pdf,OSGB36,364494,424825,2.7,not owned by a public authority,,permissioned,outline planning permission,19/11/2015,http://planning.blackburn.gov.uk/northgate/documentexplorer/application/folderview.aspx?type=PLNP11_DC_PLANAPP&key=48456&iWgrnzsWW4I=aH8Pp24Bn4U=,,81,Erection of up to 500 dwellings,,,,,,,Land allocated as development opportunity site in Local Plan Part 2.,07/09/2017,07/09/2017
http://opendatacommunities.org/id/unitary-authority/blackburn,Blackburn with Darwen Borough Council,7,,"""Land to the south of Plane Street, Blackburn""",http://www.blackburn.gov.uk/Brownfield%20land%20register%20plans/07%20Land%20south%20of%20Plane%20Street.pdf,OSGB36,369175,429136,0.2,not owned by a public authority,,permissioned,permission in principle,19/12/2017,,,6,,,yes,6,12,,,Coal mining risk assessment required for technical details application,07/09/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/blackburn,Blackburn with Darwen Borough Council,8,,"""Garage site, Harcourt Road, Blackburn""","http://www.blackburn.gov.uk/Brownfield%20land%20register%20plans/08%20Garage%20Site,%20Harcourt%20Road.pdf ",OSGB36,367173,428491,0.31,not owned by a public authority,,permissioned,permission in principle,19/12/2017,,,9,,,yes,9,19,,,,07/09/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/blackburn,Blackburn with Darwen Borough Council,9,,"""Site off Shorrock Lane, Blackburn""",http://www.blackburn.gov.uk/Brownfield%20land%20register%20plans/09%20Site%20off%20Shorrock%20Lane.pdf,OSGB36,366703,426483,0.33,not owned by a public authority,yes,permissioned,permission in principle,19/12/2017,,,10,,,yes,10,20,,,"Coal mining risk assessment required for technical details application. Canal & River Trust requires the following to be addressed at Technical Details Consent stage: proposed layout and potential canal access, land contamination assessment considering the canal.",07/09/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/blackburn,Blackburn with Darwen Borough Council,10,,"""Alaska Street Housing Site, Alaska Street, Blackburn""",http://www.blackburn.gov.uk/Brownfield%20land%20register%20plans/10%20Alaska%20Street%20Houisng%20Site.pdf,OSGB36,368390,426958,1.29,owned by a public authority,yes,permissioned,permission in principle,19/12/2017,,,39,,,yes,39,77,,,Land allocated in Local Plan Part 2 for residential development. Issues relating to construction traffic over bridge owned by Canal & River Trust and need for a Construction Management Plan need to be addressed at Technical Details Consent stage.,07/09/2017,19/12/2017
