OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/stevenage,Stevenage Borough Council,714,,Archer Road NC,Site boundary map,OSGB36,525018,225012,0.50,Owned by a public authority,Yes,Permissioned,Full planning permission,2014-11-14,https://publicaccess.stevenage.gov.uk/online-applications/applicationDetails.do?keyVal=N7OCJRPH05U00&activeTab=summary,,24,"Demolition of community centre and existing mixed use shops and flats. Provision of 2 no. retail units, 8no. one bed and 9no. two bed flats and 9no. two bed and 4no. three bed houses with associated landscaping and car parking and construction of temporary car park.",,,24,,,,,2017-11-03,2017-11-03
http://opendatacommunities.org/id/district-council/stevenage,Stevenage Borough Council,721,,Bedwell Crescent Neighbourhood Centre,Site boundary map,OSGB36,524695,224181,1.62,Owned by a public authority,,Not permissioned,,,,,45,,,,45,,,Potentially contaminated|Recreation/Open space,,2017-11-03,2017-11-03
http://opendatacommunities.org/id/district-council/stevenage,Stevenage Borough Council,707,,Burwell Road Neighbourhood Centre,Site boundary map,OSGB36,525978,223671,0.66,Owned by a public authority,Yes,Pending decision,,,https://publicaccess.stevenage.gov.uk/online-applications/applicationDetails.do?keyVal=OUU4GEPHJHK00&activeTab=summary,,20,Erection of 6no two bedroom and 9no one bedroom flats with associated parking.,,,20,,,,,2017-11-03,2017-11-03
http://opendatacommunities.org/id/district-council/stevenage,Stevenage Borough Council,,,"DuPont (UK) Ltd, Wedgwood Way, SG1 4QN",Site boundary map,OSGB36,525899,226516,2.22,Not owned by a public authority,Yes,Permissioned,Outline planning permission,2016-08-11,https://publicaccess.stevenage.gov.uk/online-applications/applicationDetails.do?keyVal=NNNSUZPHFKY00&activeTab=summary,,200,"Outline planning application for the demolition of existing buildings and provision of up to 200 new homes, up to 900 sqm of Use classes A1/A2/A3/D1, provision of residential amenity space and associated access and car parking",,,200,,,,,2017-11-03,2017-11-03
http://opendatacommunities.org/id/district-council/stevenage,Hertfordshire County Council,BFR3,,Former Lonsdale School,Site boundary map,OSGB36,524783,225228,3.8,Owned by a public authority,Yes,Permissioned,Outline planning permission,2013-01-15,https://publicaccess.stevenage.gov.uk/online-applications/applicationDetails.do?keyVal=MC3BSYPH08E00&activeTab=summary,,67,Outline application for redevelopment of existing school site for the erection of 67 dwellings.,,,67,,,,,2017-11-03,2017-11-03
http://opendatacommunities.org/id/district-council/stevenage,Stevenage Borough Council,213,,"Former Redemption Academy, Eliot Road",Site boundary map,OSGB36,526304,224976,0.28,Owned by a public authority,Yes,Not permissioned,,,,,16,,,,16,,,Recreation/Open space,,2017-11-03,2017-11-03
http://opendatacommunities.org/id/district-council/stevenage,Stevenage Borough Council,214,,"Fry Road day nursery, Fry Road",Site boundary map,OSGB36,525973,224235,0.29,Owned by a public authority,,Not permissioned,,,,,6,,,,6,,,"Recreation/Open space
Adjacent to wildlife site",,2017-11-03,2017-11-03
http://opendatacommunities.org/id/district-council/stevenage,Stevenage Borough Council,107,,"Ken Brown car showroom, Shephall Way",Site boundary map,OSGB36,525714,223798,0.29,Not owned by a public authority,,Not permissioned,,,,,36,,,,36,,,Potential contamination,,2017-11-03,2017-11-03
http://opendatacommunities.org/id/district-council/stevenage,Stevenage Borough Council,701,,Kenilworth Close Neighbourhood Centre,Site boundary map,OSGB36,526307,221172,0.63,Owned by a public authority,Yes,Not permissioned,,,,,65,,,,65,,,Agricultural Land Grade 3,,2017-11-03,2017-11-03
http://opendatacommunities.org/id/district-council/stevenage,Stevenage Borough Council,217,,Longfield Fire and Rescue,Site boundary map,OSGB36,522915,225934,2.67,Owned by a public authority,Yes,Pending decision,,,https://publicaccess.stevenage.gov.uk/online-applications/applicationDetails.do?keyVal=MDIWTAPH08E00&activeTab=summary,,95,Outline planning application for residential development of up to 95 dwellings.,,,95,,,,,2017-11-03,2017-11-03
