OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SitePlanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID36,,"""Land adjacent to Station Goods Yard, Keymer Road, Hassocks""",http://www.midsussex.gov.uk/planning-licensing-building-control/planning-policy/local-development-framework/evidence-base/strategic-housing-land-availability-assessment/brownfield-land-register/,ETRS89,-0.147712,50.923682,0.31,Not owned by a public authority,yes,Not permissioned,,,https://pa.midsussex.gov.uk/online-applications/,,16,"""No further details available.""",,,,,,http://www.midsussex.gov.uk/planning-licensing-building-control/planning-policy/local-development-framework/evidence-base/strategic-housing-land-availability-assessment/,,13/12/2017,13/12/2017
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID45,,"""Former Sewage Works, Fairbridge Way, Burgess Hill""",http://www.midsussex.gov.uk/planning-licensing-building-control/planning-policy/local-development-framework/evidence-base/strategic-housing-land-availability-assessment/brownfield-land-register/,ETRS89,-0.134559,50.968884,10.5,Not owned by a public authority,yes,Permissioned,Outline planning permission,24/06/2014,https://pa.midsussex.gov.uk/online-applications/,,325,"""Development comprising the redevelopment of the former sewage treatment works to provide up to 325 residential dwellings (Class C3), the relocation of the existing residential gypsy site, a community hall with associated access and landscaping at Fairbridge Way, Burgess Hill.""",,,,,,http://www.midsussex.gov.uk/planning-licensing-building-control/planning-policy/local-development-framework/evidence-base/strategic-housing-land-availability-assessment/,Planning Permission Reference: 08/01644/OUT,13/12/2017,13/12/2017
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID73,,"""Covers Timber Yard, 107 Fairfield Road, Burgess Hill""",http://www.midsussex.gov.uk/planning-licensing-building-control/planning-policy/local-development-framework/evidence-base/strategic-housing-land-availability-assessment/brownfield-land-register/,ETRS89,-0.141091,50.962985,0.4,Not owned by a public authority,yes,Permissioned,Full planning permission,27/01/2016,https://pa.midsussex.gov.uk/online-applications/,,15,"""Proposal for 15 residential units comprising of 7 houses and 8 flats.""",,,,,,http://www.midsussex.gov.uk/planning-licensing-building-control/planning-policy/local-development-framework/evidence-base/strategic-housing-land-availability-assessment/,Planning Permission Reference: DM/15/1410,13/12/2017,13/12/2017
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID82,,"""Motorcycle Workshop (former G&W Motors), London Road, Bolney""",http://www.midsussex.gov.uk/planning-licensing-building-control/planning-policy/local-development-framework/evidence-base/strategic-housing-land-availability-assessment/brownfield-land-register/,ETRS89,-0.198234,50.996503,0.3,Not owned by a public authority,,Not permissioned,,,https://pa.midsussex.gov.uk/online-applications/,,10,"""Bolney Neighbourhood Plan allocated""",,,,,,http://www.midsussex.gov.uk/planning-licensing-building-control/planning-policy/local-development-framework/evidence-base/strategic-housing-land-availability-assessment/,,13/12/2017,13/12/2017
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID83,,"""Burgess Hill Station yard/car park, Burgess Hill""",http://www.midsussex.gov.uk/planning-licensing-building-control/planning-policy/local-development-framework/evidence-base/strategic-housing-land-availability-assessment/brownfield-land-register/,ETRS89,-0.128577,50.952991,1.75,Mixed ownership,,Not permissioned,,,https://pa.midsussex.gov.uk/online-applications/,,100,"""Local Plan allocated""",,,,,,http://www.midsussex.gov.uk/planning-licensing-building-control/planning-policy/local-development-framework/evidence-base/strategic-housing-land-availability-assessment/,,13/12/2017,13/12/2017
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID84,,"""The Oaks Centre, Junction Road, Burgess Hill""",http://www.midsussex.gov.uk/planning-licensing-building-control/planning-policy/local-development-framework/evidence-base/strategic-housing-land-availability-assessment/brownfield-land-register/,ETRS89,-0.123408,50.959312,0.42,Not owned by a public authority,yes,Not permissioned,,,https://pa.midsussex.gov.uk/online-applications/,,12,"""Local Plan allocation""",,,,,,http://www.midsussex.gov.uk/planning-licensing-building-control/planning-policy/local-development-framework/evidence-base/strategic-housing-land-availability-assessment/,,13/12/2017,13/12/2017
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID92,,"""Open air market, Cyprus Road, Burgess Hill""",http://www.midsussex.gov.uk/planning-licensing-building-control/planning-policy/local-development-framework/evidence-base/strategic-housing-land-availability-assessment/brownfield-land-register/,ETRS89,-0.129538,50.956901,0.4,Owned by a public authority,yes,Not permissioned,,,https://pa.midsussex.gov.uk/online-applications/,,25,"""Local Plan Allocation""",,,,,,http://www.midsussex.gov.uk/planning-licensing-building-control/planning-policy/local-development-framework/evidence-base/strategic-housing-land-availability-assessment/,,13/12/2017,13/12/2017
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID106,,"""Station Goods Yard, Hassocks""",http://www.midsussex.gov.uk/planning-licensing-building-control/planning-policy/local-development-framework/evidence-base/strategic-housing-land-availability-assessment/brownfield-land-register/,ETRS89,-0.14731,50.92323,1.35,Not owned by a public authority,,Not permissioned,,,https://pa.midsussex.gov.uk/online-applications/,,70,"""SSHAD allocation""",,,,,,http://www.midsussex.gov.uk/planning-licensing-building-control/planning-policy/local-development-framework/evidence-base/strategic-housing-land-availability-assessment/,,13/12/2017,13/12/2017
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID188,,"""Land opposite Newlands, (Spring Field Shaw), London Road, Balcombe""",http://www.midsussex.gov.uk/planning-licensing-building-control/planning-policy/local-development-framework/evidence-base/strategic-housing-land-availability-assessment/brownfield-land-register/,ETRS89,-0.136103,51.056944,0.3,Not owned by a public authority,yes,Not permissioned,,,https://pa.midsussex.gov.uk/online-applications/,,10,"""Balcombe Neighbourhood Plan allocation""",,,,,,http://www.midsussex.gov.uk/planning-licensing-building-control/planning-policy/local-development-framework/evidence-base/strategic-housing-land-availability-assessment/,,13/12/2017,13/12/2017
http://opendatacommunities.org/id/district-council/mid-sussex,Mid Sussex District Council,SHLAAID199,,"""Land to rear of 151 Western Road, Haywards Heath""",http://www.midsussex.gov.uk/planning-licensing-building-control/planning-policy/local-development-framework/evidence-base/strategic-housing-land-availability-assessment/brownfield-land-register/,ETRS89,-0.093558,50.998839,0.39,Not owned by a public authority,yes,Permissioned,Full planning permission,23/02/2016,https://pa.midsussex.gov.uk/online-applications/,,14,"""Demolition of existing garage buildings and erection of 14 no houses and 1 no 180sqm B1 use building""","""Demolition of existing garage buildings and erection of 14 no houses and 1 no 180sqm B1 use building""",,,,,http://www.midsussex.gov.uk/planning-licensing-building-control/planning-policy/local-development-framework/evidence-base/strategic-housing-land-availability-assessment/,Planning Permission Reference: DM/15/3636,13/12/2017,13/12/2017
