OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,1,,Ebbsfleet Central including car parks and land east of International Way,https://www.dartford.gov.uk/__data/assets/pdf_file/0004/436513/01-Ebbsfleet-Central-Brownfiled-Land.pdf,OSGB36,561340,173685,31.92,not owned by a public authority,yes,permissioned,outline planning permission,01/11/2003,,,1000,"Development of upto 789,550sq.m gross floorspace comprising employment, residential, hotel and leisure uses supporting retail & community facilities & provision of car parking, open space, roads & infrastructure.","Approx. 293,000sqm of B Class floorspace, along with supporting retail and community facilities to residential.",,,,,,Part of the site is within North Kent Enterprise Zone.,19/12/2017,19/12/2017
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,4,,"Rear of Two Brewers, 33 Lowfield Street, Dartford, Kent, DA1 1EW",https://www.dartford.gov.uk/__data/assets/pdf_file/0007/436516/04-Rear-of-Two-Brewers-Brownfiled-Land.pdf,OSGB36,554135,173902,0.02,not owned by a public authority,yes,permissioned,full planning permission,26/05/2015,,,5,"Demolition of the existing single storey rear extensions and erection of a five storey building to the rear of the existing building to provide 1 No. three bedroom,  6 No. one bedroom, and 4 No. two bedroom flats (11 units in total), car parking spaces, and additional floor space for the use of the existing public house",,,,,,,"Site is adjacent to the Listed Two Brewers Pub, which is to be retained.",19/12/2017,19/12/2017
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,5,,"St Marys Church Hall, Church Hill, Stone, Kent, DA9 9BP",https://www.dartford.gov.uk/__data/assets/pdf_file/0008/436517/05-St-Marys-Church-Hall-Brownfiled-Land.pdf,OSGB36,557472,174822,0.1,not owned by a public authority,yes,permissioned,outline planning permission,25/08/2015,,,5,"Outline application for demolition of existing hall and erection of 4 x 3 bedroom and 2 x 2 bedroom apartments with communal parking, storage and amenity spaces.",,,,,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,7,,"Depot Rear Of 2 Temple Hill Square, Dartford, Kent",https://www.dartford.gov.uk/__data/assets/pdf_file/0009/436518/07-Depot-Rear-Of-Temple-Square-Brownfiled-Land.pdf,OSGB36,554964,174779,0.02,owned by a public authority,yes,permissioned,full planning permission,25/05/2016,,,5,Demolition of existing single storey building and perimeter wall to yard and the erection of a three storey building to provide 6 x 1 bed flats,,,,,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,8,,"Land Adjacent To The Rear Of 1-12 Cressener Place, Burnham Road, Dartford, Kent",https://www.dartford.gov.uk/__data/assets/pdf_file/0010/436519/08-Cressener-Place-Brownfiled-Land.pdf,OSGB36,553785,174697,0.14,not owned by a public authority,yes,permissioned,full planning permission,15/12/2016,,,5,Erection of a terrace of 5 No. 2 bedroom two storey houses with parking and amenity space,,,,,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,9,,"Former Fox And Hounds, Green Street Green Road, Dartford, Kent, DA2 7JR",https://www.dartford.gov.uk/__data/assets/pdf_file/0020/436520/09-Fox-and-Hounds-Brownfiled-Land.pdf,OSGB36,556642,171664,0.09,not owned by a public authority,yes,permissioned,full planning permission,22/05/2017,,,5,"Demolition of former public house and erection of 6 x 2 bed houses with access, parking, amenity space and associated landscaping",,,,,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,10,,"Steam Crane Wharf, Lower Hythe Street, Dartford, Kent",https://www.dartford.gov.uk/__data/assets/pdf_file/0003/436521/10-Steam-Crane-Wharf-Brownfiled-Land.pdf,OSGB36,554264,174671,0.48,not owned by a public authority,,not permissioned,,,,,19,Residential development site.,,,,,,,Vacant site.,19/12/2017,19/12/2017
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,14,,"Land East Of Lowfield Street, Dartford, Kent",https://www.dartford.gov.uk/__data/assets/pdf_file/0004/436522/14-Land-East-of-Lowfield-Street-Brownfiled-Land.pdf,OSGB36,554157,173772,2.52,not owned by a public authority,yes,permissioned,full planning permission,07/08/2017,,,100,"Development comprising (a) detailed permission for the demolition of existing buildings, refurbishment of No. 26 Lowfield Street and the construction of 188 dwellings, retail units, office, café/micro-brewery, detailed landscape strategy, car parking, new internal access roads, sustainable urban drainage systems; and associated infrastructure and earthworks (b) outline permission, with all matters reserved except access, for the demolition of existing buildings and the erection of up to 360 dwellings, flexibility for the following Use Classes:- A1 (retail), A2 (financial and professional services), A3 (restaurants and cafes) and D1 (non-residential institutions) fronting Lowfield Street, new internal access roads, car parking, sustainable urban drainage systems; and associated landscaping, infrastructure and earthworks.","Town centre mixed use development. This includes flexibility for the following Use Classes:- A1 (retail), A2 (financial and professional services), A3 (restaurants and cafes) and D1 (non-residential institutions) fronting Lowfield Street.",,,,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,15,,"Former Croxton and Garry Site (North of London Road), Tiltman Avenue
Swanscombe
Kent",https://www.dartford.gov.uk/__data/assets/pdf_file/0010/436555/15-Former-Croxton-and-Garry-Brownfiled-Land.pdf,OSGB36,559671,175023,2.57,not owned by a public authority,yes,pending decision,outline planning permission,,,,150,"Outline planning application for residential development of up to 220 dwellings including new vehicular access to Tiltman Avenue, creation of a development platform and associated works.",,,,,,,Application is currently in with Ebbsfleet Development Coorporation (EDC),19/12/2017,19/12/2017
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,17,,"Station Approach, Dartford, Kent, DA1 1BP",https://www.dartford.gov.uk/__data/assets/pdf_file/0006/436524/17-Station-Approach-Brownfiled-Land.pdf,OSGB36,554264,174340,1.9,mixed ownership,yes,not permissioned,,,,,70,Mixed use development site adjacent to Dartford Train Station.,Potential for mixed use development.,,,,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,18,,"Thames Europort (Dartford International Ferry Terminal), Clipper Boulevard, Dartford, Kent",https://www.dartford.gov.uk/__data/assets/pdf_file/0011/436556/18-Thames-Europort-Brownfiled-Land.pdf,OSGB36,557415,175358,17.93,not owned by a public authority,yes,not permissioned,,,,,600,Mixed use site.,Potential for mixed use development.,,,,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,19,,"Glentworth Club Site, 154 Lowfield St, Dartford DA1 1JB",https://www.dartford.gov.uk/__data/assets/pdf_file/0007/436525/19-Glentworth-Club-Brownfiled-Land.pdf,OSGB36,554166,173603,0.55,not owned by a public authority,yes,not permissioned,,,,,10,Residential development site (part of the wider Lowfield Street regeneration).,,,,,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,20,,Former Co-Op 20 - 54 Hythe Street Dartford Kent and Westgate Car Park Kent Road Dartford Kent,"https://www.dartford.gov.uk/__data/assets/pdf_file/0003/436530/20-Former-Co-Op,-Hythe-Street-Brownfiled-Land.pdf",OSGB36,554068,174180,1.08,mixed ownership,yes,not permissioned,,,,,20,Mixed use development site in Dartford Town Centre.,Potential for mixed use development.,,,,,,Site is located in the town centre within commercial area. Housing is likely to be flatted development.,19/12/2017,19/12/2017
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,22,,"Land at Former Vauxhall Farm, Lowfield Street, Dartford Kent",https://www.dartford.gov.uk/__data/assets/pdf_file/0004/436531/22-Land-at-Former-Vauxhall-Farm-Brownfiled-Land.pdf,OSGB36,554157,173772,0.31,not owned by a public authority,yes,not permissioned,,,,,10,Residential development site (part of the wider Lowfield Street regeneration).,,,,,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,23,,"Builders Yard, 1 Spring Vale, Knockhall Road, Greenhithe, Kent DA9 9HA","https://www.dartford.gov.uk/__data/assets/pdf_file/0006/436533/23-Builders-Yard,-Spring-Vale-Brownfiled-Land.pdf",OSGB36,559239,174350,0.59,not owned by a public authority,yes,not permissioned,,,,,10,Residential development site.,,,,,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,28,,"Garage Workshop adjacent to Orchards House, Coopers Road, Swanscombe, Dartford, Kent, DA10 0BS",https://www.dartford.gov.uk/__data/assets/pdf_file/0007/436534/28-Workshop-adj-Orchard-House-Brownfiled-Land.pdf,OSGB36,560830,173995,0.02,not owned by a public authority,,not permissioned,,,,,5,Residential development site.,,,,,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,31,,"Land to the Rear of 67 to 97 Station Road, Longfield, Kent DA3 7QA",https://www.dartford.gov.uk/__data/assets/pdf_file/0008/436535/31-Land-Rear-of-67-97-Station-Road-Brownfiled-Land.pdf,OSGB36,560172,168909,0.15,not owned by a public authority,,not permissioned,,,,,5,Residential development site.,,,,,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,32,,"52 Spital Street, Dartford, Kent DA1 2DT",https://www.dartford.gov.uk/__data/assets/pdf_file/0004/436558/32-52-Spital-Street-Brownfiled-Land.pdf,OSGB36,553959,174062,0.1,not owned by a public authority,,not permissioned,,,,,12,Mixed use development site in  Dartford Town Centre.,Potential for mixed use development.,,,,,,Existing retail use still in operation.,19/12/2017,19/12/2017
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,33,,22-26 Spital Street (former Courts Furniture store) Dartford Kent DA1,https://www.dartford.gov.uk/__data/assets/pdf_file/0009/436536/33-22-26-Spital-Street-Brownfiled-Land.pdf,OSGB36,554055,174041,0.11,not owned by a public authority,,not permissioned,,,,,5,Mixed use development site  in Dartford Town Centre.,Potential for mixed use development.,,,,,,Vacant - demolished retail shop,19/12/2017,19/12/2017
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,35,,SWCS Car Sales Craylands Lane Swanscombe Kent DA10 0LP,"https://www.dartford.gov.uk/__data/assets/pdf_file/0005/436541/35-Car-Sales,-Craylands-Lane-Brownfiled-Land.pdf",OSGB36,560002,174466,0.06,not owned by a public authority,,not permissioned,,,,,5,Residential development site.,,,,,,,Current use still in operation.,19/12/2017,19/12/2017
http://opendatacommunities.org/id/district-council/dartford,Dartford Borough Council,39,,"The Pits (Vacant yard) at St Vincent Road, Dartford, Kent","https://www.dartford.gov.uk/__data/assets/pdf_file/0006/436542/39-The-Pits,-St-Vincent-Road-Brownfiled-Land.pdf",OSGB36,555294,173883,0.39,not owned by a public authority,,not permissioned,,,,,5,Residential development site.,,,,,,,,19/12/2017,19/12/2017
