OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR1,,Caravan Storage Site,,EPSG,435217,561244,0.7,Not in Public Ownership,,Not Permissioned,,,Allocated for housing development in the LDF,,19,,,,,,,Landscape Character Study 2012,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR2,,Former Depot/storage yard and residential gardens,,EPSG,435399,561349,0.14,Unknown,,Not Permissioned,,,Allocated for housing development in the LDF,,4,,,,,,,Landscape Character Study 2012,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR3,,Residential garages,,EPSG,435773,561478,0.24,Public Ownership,,Not Permissioned,,,Allocated for housing development in the LDF,,7,,,,,,,Landscape Character Study 2012,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR4,,Cleadon North Farm farmstead (north),,EPSG,438250,562839,0.6,Not in Public Ownership,,Not Permissioned,,,,,14,,,,,,,Site is located in the Green Belt,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR5,,Garage block,,EPSG,432899,562693,0.08,Not in Public Ownership,,Permissioned,,,ST/1145/15/LAA,,8,,,,,,,,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR6,,Hebburn Regeneration area,,EPSG,430743,564383,7.5,Public Ownership,,Not Permissioned,,,Allocated for housing development in the LDF,,100,,,,,,,Site is within a Mineral Safeguarding Area,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR7,,Ashworth Frazer Industrial Estate and Hebburn Community Centre,,EPSG,430794,564801,2.7,Not in Public Ownership,,Not Permissioned,,,Allocated for housing development in the LDF,,100,,,,,,,Area for further investigation in relation to contamination.,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR8,,Garage and car wash,,EPSG,432096,564985,0.5,Unknown,,Not Permissioned,,,Allocated for housing development in the LDF,,18,,,,,,,Area for further investigation in relation to contamination.,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR9,,Campbell Park Road Civic Site/Hebburn Police Station,,EPSG,431579,564436,3.1,Public Ownership,,Not Permissioned,,,Allocated for housing development in the LDF,,93,,,,,,,Site is within a Mineral Safeguarding Area,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR10,,Former Short Circuit testing Centre/Trench UK,,EPSG,430403,563508,10.4,Not in Public Ownership,,Not Permissioned,,,,,300,,,,,,,Area of further investigation in relation to contamination.,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR11,,Former Newtown Social Club,,EPSG,430601,564160,0.07,Unknown,,Not Permissioned,,,,,5,,,,,,,,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR12,,Land at 1 Robinson Street,,EPSG,436679,566499,0.03,Unknown,,Not Permissioned,,,Allocated for housing development in the LDF,,8,,,,,,,,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR13,,Neon Social Club/The Red Hackle,,EPSG,434344,563237,0.6,Unknown,,Not Permissioned,,,Allocated for housing development in the LDF,,22,,,,,,,,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR14,,Land at Martin Hall,,EPSG,433047,564809,0.4,Public Ownership,,Not Permissioned,,,,,20,,,,,,,,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR15,,Land at Nolan Hall,,EPSG,432955,564941,0.5,Public Ownership,,Not Permissioned,,,,,23,,,,,,,,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR16,,Land at Ambleside Avenue/Harton Lane/Temple Park Road,,EPSG,437022,564822,0.4,Unknown,,Not Permissioned,,,Allocated for housing development in the LDF,,14,,,,,,,"Surface water flooding issues have been identfied on the site, it is also located within a Critical Drainage Area.",Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR17,,Land to rear of Simonside arms PH,,EPSG,435046,564429,0.2,Not in Public Ownership,,Not Permissioned,,,Allocated for housing development in the LDF,,5,,,,,,,,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR18,,Elizabeth Diamond House,,EPSG,435867,564357,0.1,Public Ownership,,Not Permissioned,,,,,5,,,,,,,,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR19,,Land at health clinic and car park,,EPSG,435985,564008,0.14,Unknown,,Not Permissioned,,,Allocated for housing development in the LDF,,7,,,,,,,The site is within an area for further investigation in relation to contamination.,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR20,,Residential garages and former LA housing area,,EPSG,435482,563841,0.1,Public Ownership,,Not Permissioned,,,Allocated for housing development in the LDF,,4,,,,,,,Surface water flooding issues identified on the majority of the site by the SFRA 2011.,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR21,,Land at West Harton Action Station,,EPSG,436022,564028,0.11,Public Ownership,,Not Permissioned,,,,,6,,,,,,,Within an area for further investigation with regards to contamination.,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR22,,Residential Care Home,,EPSG,439249,565125,0.5,Unknown,,Not Permissioned,,,,,14,,,,,,,,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR23,,Coast Road Garage and caravan Storage Site,,EPSG,440696,563288,0.18,Unknown,,Not Permissioned,,,Allocated for housing development in the LDF,,4,,,,,,,,Link to site on a map,30/06/2016,30/06/2016
http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,South Tyneside Council,BR24,,Land at Croftside Court,,EPSG,440637,562066,0.6,Public Ownership,,Not Permissioned,,,,,16,,,,,,,,Link to site on a map,30/06/2016,30/06/2016
