OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR01,"SHELAA 2017
Appendix 2a","Land at Ryewood, Rye Lane, Dunton Green ",http://cds.sevenoaks.gov.uk/mgAi.aspx?ID=8418,OSGB36,551482,157189,0.33,Promoted,Not available,Permissioned,Extant,,,,0,,,,0,0,,"The site comprises a rectangular parcel of land fronting Rye Lane containing a single storey sales and marketing building with an associated car park and temporary bus stop, and a landscaped frontage.","Located within Sevenoaks urban confines the site is considered sustainable. No physical or environmental constraints. However the site currently benefits from an extant planning permission for 2,300sqm of B1(a) office floorspace and a 460sqm medical facility, as part of a wider mixed use redevelopment scheme of the old West Kent Cold Store which sought to retain an element of employment floorspace.",Nov-17,Dec-17
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR02,"SHELAA 2017
Appendix 2a","18 Cedar Drive and land, adjacent, Edenbridge ",http://cds.sevenoaks.gov.uk/mgAi.aspx?ID=8419,OSGB36,543914,146736,0.03,Promoted,Deliverable,Not Permissioned,N/A,N/A,N/A,,4,,,,4,5,,"The site comprises a single storey convenience shop and land to the north containing grass verges and two mature trees. Bounded by Cedar Drive to the west, Park Avenue to the north, open space to the east and residential development to the south.",Located within Edenbridge urban confines the site is considered sustainable. There is scope for expanding the retail element on the ground floor and providing flats above. Given the small scale nature of the site and its close proximity to existing residential units there are some concerns over amenity impacts which could be addressed through high quality design.,Nov-17,Dec-17
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR03,"SHELAA 2017
Appendix 2a","Land between 13 and 55 Shrubbery Road, South Darenth ",http://cds.sevenoaks.gov.uk/mgAi.aspx?ID=8420,OSGB36,556719,169573,0.28,Promoted,Not available,Not Permissioned,N/A,N/A,N/A,,0,,,,0,0,,Two parcels of open space situated in front of residential units on Shrubbery Road comprising amenity green space and a children’s play area.,Located within South Darenth urban confines the site is considered sustainable. A new access could be made onto Shrubbery Road. The majority of the site is currently allocated as open space.,Nov-17,Dec-17
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR04,"SHELAA 2017
Appendix 2a","Florence Farm Mobile Home Park, Main Road, West Kingsdown ",http://cds.sevenoaks.gov.uk/mgAi.aspx?ID=8421,OSGB36,556844,163555,1.00,Promoted,Deliverable,Not Permissioned,N/A,N/A,N/A,,18,,,,18,24,,"The site comprises a mobile home park containing approximately 22 mobiles homes many of which are in poor condition. Bounded by the A20 to the east, residential development to the north and south, and woodland to the west.",Located mainly within West Kingsdown urban confines the site is considered sustainable. There is existing access onto the A20 however this is very narrow and in a poor state of repair and would require improving. The developable area of the site is reduced to take account of the ancient woodland and any buffer requirement. Overall the site is considered able to accommodate development.,Nov-17,Dec-17
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR05,"SHELAA 2017
Appendix 2a","Rajdani, London Road, West Kingsdown ",http://cds.sevenoaks.gov.uk/mgAi.aspx?ID=8422,OSGB36,557083,163362,0.40,Promoted,Developable,Not Permissioned,N/A,N/A,N/A,,12,,,,12,16,,"The site comprises an Indian restaurant with associated car parking, a garage/outbuilding and four adjacent dwellings. Bounded by a small industrial estate to the north, mobile home park to the west and south, and London Road to the east.",Located within West Kingsdown urban confines the site is considered sustainable. The existing access onto London Road could be utilised. The site is considered suitable for redevelopment.,Nov-17,Dec-17
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR06,"SHELAA 2017
Appendix 2a","The Parish Complex, College Road, Hextable ",http://cds.sevenoaks.gov.uk/mgAi.aspx?ID=8423,OSGB36,551367,170050,0.86,Promoted,Deliverable,Not Permissioned,N/A,N/A,N/A,,12,,,,12,16,,"The site comprises a cluster of buildings in community and residential use with associated car park in the eastern part, and Hextable Gardens in the west. Bounded by College Road to the south, residential development to the east, a former horticultural nursery to the north and green space to the west.","Partially located within Hextable urban confines the site is considered sustainable. The existing access onto Crawfords could be utilised. Hextable Gardens is a designated registered park and garden and is not suitable for development. Overall the eastern portion of the site is considered able to accommodate development, subject to the retention or reprovision of the community floorspace.",Nov-17,Dec-17
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR07,"SHELAA 2017
Appendix 2a","Former Furness School, Rowhill Road, Hextable ",http://cds.sevenoaks.gov.uk/mgAi.aspx?ID=8424,OSGB36,551919,170598,4.02,Promoted,Developable,Not Permissioned,N/A,N/A,N/A,,75,,,,75,100,,"The former Furness School occupies this site, which comprises school buildings and car parking in the north and playing fields to the south. It is bounded by roads on all sides, lined with mature trees. Existing residential development generally surrounds the site. The site slopes gently upwards.",Located within Hextable urban confines the site is considered sustainable. The existing access onto Rowhill Road could be utilised. The southern portion of the site containing the school playing fields is allocated as open space. This area is an important part of the green infrastructure network and the loss of this use is not supported and would need to be clearly demonstrated. Overall the northern portion of the site is considered able to accommodate development.,Nov-17,Dec-17
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR08,"SHELAA 2017
Appendix 2a","Otford Builders Merchants, High Street, Otford ",http://cds.sevenoaks.gov.uk/mgAi.aspx?ID=8425,OSGB36,552420,159430,0.46,Promoted,Deliverable,Not Permissioned,N/A,N/A,N/A,,13,,,,13,18,,"The site comprises a builders merchants with associated yard, office complex and car parking. Bounded by the High Street to the south, church hall to the east, residential units to the west and allotment gardens to the north.","Located within Otford urban confines the site is considered sustainable. The site lies within the AONB and partially within the Conservation Area. Given the existing use of this site, a residential redevelopment could contribute towards improving the character of the AONB. The existing access onto the High Street could be utilised.",Nov-17,Dec-17
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR09,"SHELAA 2017
Appendix 2a","51-59 Mount Pleasant Road and land to the rear, Sevenoaks Weald ",http://cds.sevenoaks.gov.uk/mgAi.aspx?ID=8426,OSGB36,553007,150751,0.39,Promoted,Deliverable,Not Permissioned,N/A,N/A,N/A,,8,,,,8,11,,"The site comprises five semi-detached dwellings accessed off Mount Pleasant Road, their gardens, a parcel of amenity green space and a narrow strip of land to the west. The northern boundary of the site is lined with mature trees.","Located within Sevenoaks Weald urban confines the site is considered sustainable. The site lies within the AONB. The existing access onto Mount Pleasant Road could be utilised. A small part of the site is identified in the Open Spaces Study as amenity green space which forms an important part of the green infrastructure network. The loss of this use is not supported and would need to be clearly demonstrated.
Given the small scale nature of the site and its close proximity to existing residential units there are some concerns over amenity impacts which could be addressed through high quality design. Overall the site is considered able to accommodate development.",Nov-17,Dec-17
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR10,"SHELAA 2017
Appendix 2a","1-6 Gilchrist Cottages and land to the rear, Mount Pleasant Road, Sevenoaks Weald",http://cds.sevenoaks.gov.uk/mgAi.aspx?ID=8427,OSGB36,553094,150702,0.39,Promoted,Deliverable,Not Permissioned,N/A,N/A,N/A,,11,,,,11,15,,"The site comprises six terraced and semi-detached dwellings accessed off Mount Pleasant Road, and their gardens. Bounded by Mount Pleasant Road to the north, Scabharbour Road to the east, residential development to the south and open countryside to the west.",Partially located within Sevenoaks Weald urban confines the site is considered sustainable. The site lies within the AONB but is considered to be well contained within the landscape. A new access onto Mount Pleasant Road would be required. Overall the site is considered able to accommodate development however it is partially located within the Green Belt so this designation would need to change in order for it to be developed.,Nov-17,Dec-17
