"OrganisationURI","OrganisationLabel","SiteReference","PreviouslyPartOf","SiteNameAddress","SiteplanURL","CoordinateReferenceSystem","GeoX","GeoY","Hectares","OwnershipStatus","Deliverable","PlanningStatus","PermissionType","PermissionDate","PlanningHistory","ProposedForPIP","MinNetDwellings","DevelopmentDescription","NonHousingDevelopment","Part2","NetDwellingsRangeFrom","NetDwellingsRangeTo","HazardousSubstances","SiteInformation","Notes","FirstAddedDate","LastUpdatedDate"
"http://opendatacommunities.org/id/metropolitan-district-council/salford","Salford City Council","S/BAR/003","","91 Barton Lane, Eccles","https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.480512/-2.341964","ETRS89","-2.341964","53.480512","0.22","not owned by a public authority","","not permissioned","","","","","10","","","","10","10","","","Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.","2017-12-01","2017-12-01"
"http://opendatacommunities.org/id/metropolitan-district-council/salford","Salford City Council","S/BAR/004","","Woodlands Garage, Barton Lane, Eccles","https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.476846/-2.350523","ETRS89","-2.350523","53.476846","0.17","not owned by a public authority","","not permissioned","","","","","10","","","","10","10","","","Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.","2017-12-01","2017-12-01"
"http://opendatacommunities.org/id/metropolitan-district-council/salford","Salford City Council","S/BAR/009","","Land formerly 140 Trafford Road, Eccles","https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.481026/-2.347790","ETRS89","-2.347790","53.481026","0.23","not owned by a public authority","","pending decision","","","","","13","","","","13","13","","","Undetermined planning application 15/66736/OUT. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.","2017-12-01","2017-12-01"
"http://opendatacommunities.org/id/metropolitan-district-council/salford","Salford City Council","S/BAR/027","","70-71 Barton Road, Eccles, Manchester","https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.476297/-2.355147","ETRS89","-2.355147","53.476297","0.14","not owned by a public authority","Yes","permissioned","full planning permission","2017-06-29","","","25","Gross addition of 25 apartments.","","","","","","","Planning permission 16/68643/FUL. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.","2017-12-01","2017-12-01"
"http://opendatacommunities.org/id/metropolitan-district-council/salford","Salford City Council","S/BAR/039","","4 Lewis Street, Eccles","https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.481812/-2.354342","ETRS89","-2.354342","53.481812","0.02","not owned by a public authority","","not permissioned","","","","","1","","","","1","1","","","Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.","2017-12-01","2017-12-01"
"http://opendatacommunities.org/id/metropolitan-district-council/salford","Salford City Council","S/BAR/057","","Land between 53 and 55 Nelson Street, Eccles, M30 0GZ","https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.484475/-2.355428","ETRS89","-2.355428","53.484475","0.05","not owned by a public authority","Yes","permissioned","full planning permission","2014-12-22","","","4","Gross addition of 4 houses.","","","","","","","Planning permission 14/65579/FUL. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.","2017-12-01","2017-12-01"
"http://opendatacommunities.org/id/metropolitan-district-council/salford","Salford City Council","S/BAR/070","","61 Cromwell Road, Eccles, Salford, M30 0GX","https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.484126/-2.351800","ETRS89","-2.351800","53.484126","0.02","not owned by a public authority","Yes","permissioned","full planning permission","2015-12-04","","","3","Gross addition of 4 apartments and loss of one house.","","","","","","","Planning permission 17/69846/FUL. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.","2017-12-01","2017-12-01"
"http://opendatacommunities.org/id/metropolitan-district-council/salford","Salford City Council","S/BAR/071","","Red Lion, 12 Chapel, Street, Eccles, M30 0RQ","https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.481934/-2.358721","ETRS89","-2.358721","53.481934","0.01","not owned by a public authority","Yes","permissioned","full planning permission","2015-12-07","","","3","Gross addition of 4 apartments. Loss of 1 apartment.","","","","","","","Planning permission 15/66295/FUL. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.","2017-12-01","2017-12-01"
"http://opendatacommunities.org/id/metropolitan-district-council/salford","Salford City Council","S/BAR/075","","Former council storage and distribution place, 25 Clifford Street, Eccles, M30 7HR","https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.477177/-2.363126","ETRS89","-2.363126","53.477177","0.17","not owned by a public authority","Yes","permissioned","full planning permission","2016-08-05","","","9","Gross addition of 9 houses.","","","","","","","Planning permission 16/67990/FUL. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.","2017-12-01","2017-12-01"
"http://opendatacommunities.org/id/metropolitan-district-council/salford","Salford City Council","S/BAR/077","","272 Liverpool Road, Eccles, M30 0RZ","https://map.salford.gov.uk/maps/?lyrs=brownfield_land_register_2017#19/53.482185/-2.356454","ETRS89","-2.356454","53.482185","0.01","not owned by a public authority","Yes","permissioned","full planning permission","2016-08-19","","","2","Gross addition of 2 apartments.","","","","","","","Planning permission 16/68460/FUL. Construction status not started as of 31 March 2017. Planning permission details as of 27 October 2017.","2017-12-01","2017-12-01"
